Name,Type,VarType,Description,Description:Description,Network,Network:SingleWriter,Network:UseBinding,Network:UseBuffering
TNK3_ProcVlv1_ActlPos,Double,Network,,,on,FALSE,FALSE,FALSE
BAS_Proc2_Total_Flow,Double,Network,,,on,FALSE,FALSE,FALSE
TNK4_Flow1,Double,Network,,,on,FALSE,FALSE,FALSE
TNK4_Flow1_Total,UInt32,Network,,,on,FALSE,FALSE,FALSE
TNK4_Flow2,Double,Network,,,on,FALSE,FALSE,FALSE
TNK4_Flow2_Total,UInt32,Network,,,on,FALSE,FALSE,FALSE
TNK4_Flow3,Double,Network,,,on,FALSE,FALSE,FALSE
TNK4_Flow3_Total,UInt32,Network,,,on,FALSE,FALSE,FALSE
TNK4_Flow4,Double,Network,,,on,FALSE,FALSE,FALSE
TNK4_Flow4_Total,UInt32,Network,,,on,FALSE,FALSE,FALSE
TNK4_Temperature,Double,Network,,,on,FALSE,FALSE,FALSE
TNK4_Level,Double,Network,,,on,FALSE,FALSE,FALSE
TNK4_ProcVlv1_ActlPos,Double,Network,,,on,FALSE,FALSE,FALSE
TNK3_SuckFlow,Double,Network,,,on,FALSE,FALSE,FALSE
TNK3_SuckFlow_Total,UInt32,Network,,,on,FALSE,FALSE,FALSE
TNK4_SuckFlow,Double,Network,,,on,FALSE,FALSE,FALSE
TNK4_SuckFlow_Total,UInt32,Network,,,on,FALSE,FALSE,FALSE
TNK34_MainPressure,Double,Network,,,on,FALSE,FALSE,FALSE
TNK56_MainPressure,Double,Network,,,on,FALSE,FALSE,FALSE
TNK5_SuckFlow,Double,Network,,,on,FALSE,FALSE,FALSE
TNK5_SuckFlow_Total,UInt32,Network,,,on,FALSE,FALSE,FALSE
TNK6_SuckFlow,Double,Network,,,on,FALSE,FALSE,FALSE
TNK6_SuckFlow_Total,UInt32,Network,,,on,FALSE,FALSE,FALSE
Tnk3_Can_Plate,Boolean,Network,,,on,FALSE,FALSE,FALSE
Rect5_ActlAmpMins,Double,Network,,,on,FALSE,FALSE,FALSE
Rect6_IsOn,Boolean,Network,,,on,FALSE,FALSE,FALSE
Rect6_IsAuto,Boolean,Network,,,on,FALSE,FALSE,FALSE
Rect6_ActlAmpMins,Double,Network,,,on,FALSE,FALSE,FALSE
Rect6_ActlVolts,Double,Network,,,on,FALSE,FALSE,FALSE
Rect6_ActlCurrent,Double,Network,,,on,FALSE,FALSE,FALSE
Tnk4_Can_Plate,Boolean,Network,,,on,FALSE,FALSE,FALSE
BAS_Proc4_H2SO4_FlowRate,Double,Network,,,on,FALSE,FALSE,FALSE
BAS_Proc4_H2SO4_Total,Double,Network,,,on,FALSE,FALSE,FALSE
Main_Elect_Cab_T,Double,Network,,,on,FALSE,FALSE,FALSE
IO_Bas_Tnk2_3Way_At_Recirc,Boolean,Network,on,Indicates a 3way ready for recirc,on,FALSE,FALSE,FALSE
IO_Bas_Tnk2_3Way_At_Open,Boolean,Network,on,Indicates a 3way ready for draining,on,FALSE,FALSE,FALSE
IO_Bas_Tnk2_3Way_At_Closed,Boolean,Network,on,Indicates a 3way ready for process flow,on,FALSE,FALSE,FALSE
IO_Bas_Tnk3_3Way_At_Recirc,Boolean,Network,on,Indicates a 3way ready for recirc,on,FALSE,FALSE,FALSE
IO_Bas_Tnk3_3Way_At_Open,Boolean,Network,on,Indicates a 3way ready for draining,on,FALSE,FALSE,FALSE
IO_Bas_Tnk3_3Way_At_Closed,Boolean,Network,on,Indicates a 3way ready for process flow,on,FALSE,FALSE,FALSE
IO_Tnk3_Educt_Motor1_InRange,Boolean,Network,,,on,FALSE,FALSE,FALSE
IO_Tnk3_Educt_Motor2_InRange,Boolean,Network,,,on,FALSE,FALSE,FALSE
IO_Tnk3_Rack_Motor_InRange,Boolean,Network,,,on,FALSE,FALSE,FALSE
IO_Tnk4_Rack_Motor_InRange,Boolean,Network,,,on,FALSE,FALSE,FALSE
IO_Tnk4_Educt_Motor1_InRange,Boolean,Network,,,on,FALSE,FALSE,FALSE
IO_Tnk4_Educt_Motor2_InRange,Boolean,Network,,,on,FALSE,FALSE,FALSE
Proc1_Total_Flow,Double,Network,,,on,FALSE,FALSE,FALSE
Proc2_Total_Flow,Double,Network,,,on,FALSE,FALSE,FALSE
Proc3_Total_Flow,Double,Network,,,on,FALSE,FALSE,FALSE
Proc4_Total_Flow,Double,Network,,,on,FALSE,FALSE,FALSE
BAS_Proc2_OxScrew_On,Boolean,Network,,,on,FALSE,FALSE,FALSE
BAS_Proc3_OxScrew_On,Boolean,Network,,,on,FALSE,FALSE,FALSE
BAS_Proc2_grmOxNeeded,Double,Network,,,on,FALSE,FALSE,FALSE
BAS_Proc3_grmOxNeeded,Double,Network,,,on,FALSE,FALSE,FALSE
Rect7_IsOn,Boolean,Network,,,on,FALSE,FALSE,FALSE
Rect7_IsAuto,Boolean,Network,,,on,FALSE,FALSE,FALSE
Rect7_ActlAmpMins,Double,Network,,,on,FALSE,FALSE,FALSE
Rect7_ActlVolts,Double,Network,,,on,FALSE,FALSE,FALSE
Rect7_ActlCurrent,Double,Network,,,on,FALSE,FALSE,FALSE
Rect8_IsOn,Boolean,Network,,,on,FALSE,FALSE,FALSE
Rect8_IsAuto,Boolean,Network,,,on,FALSE,FALSE,FALSE
Rect8_ActlAmpMins,Double,Network,,,on,FALSE,FALSE,FALSE
Rect8_ActlVolts,Double,Network,,,on,FALSE,FALSE,FALSE
Rect8_ActlCurrent,Double,Network,,,on,FALSE,FALSE,FALSE
Rinse2_Conductivity,Double,Network,,,on,FALSE,FALSE,FALSE
Rinse2_Temperature,Double,Network,,,on,FALSE,FALSE,FALSE
Rinse2_Flow,Double,Network,,,on,FALSE,FALSE,FALSE
Rinse2_Flow_Total,Double,Network,,,on,FALSE,FALSE,FALSE
Rinse2_ProcVlv_ActlPos,Double,Network,,,on,FALSE,FALSE,FALSE
Rinse3_Conductivity,Double,Network,,,on,FALSE,FALSE,FALSE
Rinse3_Flow,Double,Network,,,on,FALSE,FALSE,FALSE
Rinse3_Flow_Total,Double,Network,,,on,FALSE,FALSE,FALSE
Rinse3_Temperature,Double,Network,,,on,FALSE,FALSE,FALSE
Rinse3_ProcVlv_ActlPos,Double,Network,,,on,FALSE,FALSE,FALSE
Rinse2_Reset_Yr,UInt32,Network,,,on,FALSE,FALSE,FALSE
Rinse2_Reset_M,UInt32,Network,,,on,FALSE,FALSE,FALSE
Rinse2_Reset_D,UInt32,Network,,,on,FALSE,FALSE,FALSE
Rinse2_Reset_H,UInt32,Network,,,on,FALSE,FALSE,FALSE
Rinse2_Reset_Mn,UInt32,Network,,,on,FALSE,FALSE,FALSE
Rinse3_Reset_Yr,UInt32,Network,,,on,FALSE,FALSE,FALSE
Rinse3_Reset_M,UInt32,Network,,,on,FALSE,FALSE,FALSE
Rinse3_Reset_D,UInt32,Network,,,on,FALSE,FALSE,FALSE
Rinse3_Reset_H,UInt32,Network,,,on,FALSE,FALSE,FALSE
Rinse3_Reset_Mn,UInt32,Network,,,on,FALSE,FALSE,FALSE
Acid3_Conductivity,Double,Network,,,on,FALSE,FALSE,FALSE
Rinse1_Conductivity,Double,Network,,,on,FALSE,FALSE,FALSE
Rinse1_Temperature,Double,Network,,,on,FALSE,FALSE,FALSE
Acid3_Temperature,Double,Network,,,on,FALSE,FALSE,FALSE
Acid3_Flow,Double,Network,,,on,FALSE,FALSE,FALSE
Rinse1_Flow_Total,Double,Network,,,on,FALSE,FALSE,FALSE
Rinse1_Flow,Double,Network,,,on,FALSE,FALSE,FALSE
Acid3_CondTemperature,Double,Network,,,on,FALSE,FALSE,FALSE
Rinse1_ProcVlv_ActlPos,Double,Network,,,on,FALSE,FALSE,FALSE
Rinse1_Reset_Yr,UInt32,Network,,,on,FALSE,FALSE,FALSE
Rinse1_Reset_M,UInt32,Network,,,on,FALSE,FALSE,FALSE
Rinse1_Reset_D,UInt32,Network,,,on,FALSE,FALSE,FALSE
Rinse1_Reset_H,UInt32,Network,,,on,FALSE,FALSE,FALSE
Rinse1_Reset_Mn,UInt32,Network,,,on,FALSE,FALSE,FALSE
Acid3_Level,Double,Network,,,on,FALSE,FALSE,FALSE
AcidTnk3_Tank_T,Double,Network,,,on,FALSE,FALSE,FALSE
IO_ATank3_HeaterEnable,Boolean,Network,,,on,FALSE,FALSE,FALSE
IO_ATank3_HeaterCycle,Boolean,Network,,,on,FALSE,FALSE,FALSE
Dryer_Temperature,Double,Network,,,on,FALSE,FALSE,FALSE
Rinse4_Flow_Total,Double,Network,,,on,FALSE,FALSE,FALSE
Rinse4_Flow,Double,Network,,,on,FALSE,FALSE,FALSE
Rinse4_Temperature,Double,Network,,,on,FALSE,FALSE,FALSE
Rinse4_Conductivity,Double,Network,,,on,FALSE,FALSE,FALSE
Rinse4_Reset_Yr,UInt32,Network,,,on,FALSE,FALSE,FALSE
Rinse4_Reset_M,UInt32,Network,,,on,FALSE,FALSE,FALSE
Rinse4_Reset_D,UInt32,Network,,,on,FALSE,FALSE,FALSE
Rinse4_Reset_H,UInt32,Network,,,on,FALSE,FALSE,FALSE
Rinse4_Reset_Mn,UInt32,Network,,,on,FALSE,FALSE,FALSE
Rinse4_ProcVlv_ActlPos,Double,Network,,,on,FALSE,FALSE,FALSE
Dryer_BlrWtrActl,Double,Network,,,on,FALSE,FALSE,FALSE
Etch_Flow,Double,Network,,,on,FALSE,FALSE,FALSE
Etch_Flow_Total,UInt32,Network,,,on,FALSE,FALSE,FALSE
Acid2_Flow,Double,Network,,,on,FALSE,FALSE,FALSE
Acid2_Flow_Total,UInt32,Network,,,on,FALSE,FALSE,FALSE
Etch_Level,Double,Network,,,on,FALSE,FALSE,FALSE
Acid2_Level,Double,Network,,,on,FALSE,FALSE,FALSE
Etch_Temperature,Double,Network,,,on,FALSE,FALSE,FALSE
Acid2_Temperature,Double,Network,,,on,FALSE,FALSE,FALSE
Acid2_ProcVlv_ActlPos,Double,Network,,,on,FALSE,FALSE,FALSE
AcidTnk2_Tank_T,Double,Network,,,on,FALSE,FALSE,FALSE
EtchTnk_Tank_T,Double,Network,,,on,FALSE,FALSE,FALSE
PlenumWtrExit_T,Double,Network,,,on,FALSE,FALSE,FALSE
IO_ATank2_HeaterEnable,Boolean,Network,,,on,FALSE,FALSE,FALSE
IO_ATank2_HeaterCycle,Boolean,Network,,,on,FALSE,FALSE,FALSE
IO_ATank1_HeaterEnable,Boolean,Network,,,on,FALSE,FALSE,FALSE
IO_ATank1_HeaterCycle,Boolean,Network,,,on,FALSE,FALSE,FALSE
Rect1_2_CurrRecpStp,Int32,Network,,,on,FALSE,FALSE,FALSE
Rect3_4_CurrRecpStp,Int32,Network,,,on,FALSE,FALSE,FALSE
Rect5_6_CurrRecpStp,Int32,Network,,,on,FALSE,FALSE,FALSE
Rect7_8_CurrRecpStp,Int32,Network,,,on,FALSE,FALSE,FALSE
TNK5_Flow1,Double,Network,,,on,FALSE,FALSE,FALSE
TNK5_Flow2,Double,Network,,,on,FALSE,FALSE,FALSE
TNK5_Flow3,Double,Network,,,on,FALSE,FALSE,FALSE
TNK5_Flow4,Double,Network,,,on,FALSE,FALSE,FALSE
TNK5_Flow1_Total,Int32,Network,,,on,FALSE,FALSE,FALSE
TNK5_Flow2_Total,Int32,Network,,,on,FALSE,FALSE,FALSE
TNK5_Flow3_Total,Int32,Network,,,on,FALSE,FALSE,FALSE
TNK5_Flow4_Total,Int32,Network,,,on,FALSE,FALSE,FALSE
TNK5_Temperature,Double,Network,,,on,FALSE,FALSE,FALSE
TNK5_Level,Double,Network,,,on,FALSE,FALSE,FALSE
TNK5_ProcVlv1_ActlPos,Double,Network,,,on,FALSE,FALSE,FALSE
TNK6_Flow1,Double,Network,,,on,FALSE,FALSE,FALSE
TNK6_Flow2,Double,Network,,,on,FALSE,FALSE,FALSE
TNK6_Flow3,Double,Network,,,on,FALSE,FALSE,FALSE
TNK6_Flow4,Double,Network,,,on,FALSE,FALSE,FALSE
TNK6_Flow1_Total,Int32,Network,,,on,FALSE,FALSE,FALSE
TNK6_Flow2_Total,Int32,Network,,,on,FALSE,FALSE,FALSE
TNK6_Flow3_Total,Int32,Network,,,on,FALSE,FALSE,FALSE
TNK6_Flow4_Total,Int32,Network,,,on,FALSE,FALSE,FALSE
TNK6_Temperature,Double,Network,,,on,FALSE,FALSE,FALSE
TNK6_Level,Double,Network,,,on,FALSE,FALSE,FALSE
TNK6_ProcVlv1_ActlPos,Double,Network,,,on,FALSE,FALSE,FALSE
Rect9_10_CurrRecpStp,Int32,Network,,,on,FALSE,FALSE,FALSE
Tnk5_Can_Plate,Boolean,Network,,,on,FALSE,FALSE,FALSE
Proc5_Total_Flow,Double,Network,,,on,FALSE,FALSE,FALSE
Proc6_Total_Flow,Double,Network,,,on,FALSE,FALSE,FALSE
BAS_Proc3_Total_Flow,Double,Network,,,on,FALSE,FALSE,FALSE
IO_Tnk5_Rack_Motor_InRange,Boolean,Network,,,on,FALSE,FALSE,FALSE
IO_Tnk5_Educt_Motor1_InRange,Boolean,Network,,,on,FALSE,FALSE,FALSE
IO_Tnk5_Educt_Motor2_InRange,Boolean,Network,,,on,FALSE,FALSE,FALSE
HMI_TotalOxDosed_P1,Double,Network,,,on,FALSE,FALSE,FALSE
HMI_TotalOxDosed_P2,Double,Network,,,on,FALSE,FALSE,FALSE
HMI_TotalOxDosed_P3,Double,Network,,,on,FALSE,FALSE,FALSE
HMI_TotalSPSDosed_P1,Double,Network,,,on,FALSE,FALSE,FALSE
HMI_TotalSPSDosed_P2,Double,Network,,,on,FALSE,FALSE,FALSE
HMI_TotalSPSDosed_P3,Double,Network,,,on,FALSE,FALSE,FALSE
HMI_TotalSuppDosed_P1,Double,Network,,,on,FALSE,FALSE,FALSE
HMI_TotalSuppDosed_P2,Double,Network,,,on,FALSE,FALSE,FALSE
HMI_TotalSuppDosed_P3,Double,Network,,,on,FALSE,FALSE,FALSE
HMI_TotalLevDosed_P1,Double,Network,,,on,FALSE,FALSE,FALSE
HMI_TotalLevDosed_P2,Double,Network,,,on,FALSE,FALSE,FALSE
HMI_TotalLevDosed_P3,Double,Network,,,on,FALSE,FALSE,FALSE
HMI_TotalAcidDosed_P1,Double,Network,,,on,FALSE,FALSE,FALSE
HMI_TotalAcidDosed_P2,Double,Network,,,on,FALSE,FALSE,FALSE
HMI_TotalAcidDosed_P3,Double,Network,,,on,FALSE,FALSE,FALSE
BAS_Proc1_Tank_Rho,Double,Network,,,on,FALSE,FALSE,FALSE
BAS_Proc2_Tank_Rho,Double,Network,,,on,FALSE,FALSE,FALSE
BAS_Proc3_Tank_Rho,Double,Network,,,on,FALSE,FALSE,FALSE
Acid3_Tank_Rho,Double,Network,,,on,FALSE,FALSE,FALSE
Etch_Tank_Rho,Double,Network,,,on,FALSE,FALSE,FALSE
Acid2_Tank_Rho,Double,Network,,,on,FALSE,FALSE,FALSE
Tnk6_Can_Plate,Boolean,Network,,,on,FALSE,FALSE,FALSE
Acid3_Flow_Total,Double,Network,,,on,FALSE,FALSE,FALSE
HMI_Profinet_BasRackOK,Boolean,Network,,,on,FALSE,FALSE,FALSE
IO_Tnk6_Rack_Motor_InRange,Boolean,Network,,,on,FALSE,FALSE,FALSE
IO_Tnk6_Educt_Motor2_InRange,Boolean,Network,,,on,FALSE,FALSE,FALSE
IO_Tnk6_Educt_Motor1_InRange,Boolean,Network,,,on,FALSE,FALSE,FALSE
Rect11_12_CurrRecpStp,Int32,Network,,,on,FALSE,FALSE,FALSE
BAS_DI_RunningTot,Double,Network,,,on,FALSE,FALSE,FALSE
Proc1_TotalAmpMin,Int32,Network,,,on,FALSE,FALSE,FALSE
Proc2_TotalAmpMin,Int32,Network,,,on,FALSE,FALSE,FALSE
Proc3_TotalAmpMin,Int32,Network,,,on,FALSE,FALSE,FALSE
HMI_TotalAcidDosed_PreDip,Double,Network,,,on,FALSE,FALSE,FALSE
